_id,title,slug,tagline,category,brokerType,serviceArea,description,features,pricingModel,websiteURL,metaDescription,synonyms,image1_alt,image1_isLogo
"bb3eba99-f96a-42ae-8186-9339e418b0de","AnswerThePublic","answer-the-public","See what people are searching","Marketing Software","Mortgage|Asset|Commercial","SEO|Content Marketing|Thought Leadership","Search insight tool for content and keyword discovery.","Search mining (core)|visualisation (core)|exports (core)","Freemium + Subscription","https://answerthepublic.com","","","AnswerThePublic logo","true"
"7fe4e8bc-d57c-4f2d-b724-740fdbfe1302","AppSumo","appsumo","Lifetime software deals for entrepreneurs","Other","Mortgage|Asset|Commercial","Operations, AI & Workflow|Marketing & Lead Generation","Marketplace offering discounted lifetime deals on early-stage SaaS tools across marketing, automation and analytics","Lifetime deals (core)|vendor reviews (core)|SaaS sourcing (core)","Pay-as-you-go","https://appsumo.com","Marketplace for discovering discounted lifetime software deals across marketing, automation and operations tools.","lifetime software deals|SaaS marketplace|growth tools","AppSumo logo","true"
"d1d0d222-8494-4ba6-8917-4bbde254c4f1","Kaddim","kaddim","Document & info collection made easy","Operations, AI & Workflow","Mortgage","Document Collection & Verification|Workflow Design|Process Automation|In-App Notifications","Secure client document and information collection platform with reminders and collaboration","Smart reminders (core)|file requests (core)|collaboration (core)","Subscription","https://kaddim.com","Client document collection platform that reduces follow-ups using structured requests and automated reminders.","document collection software|client info gathering|broker workflows","Kaddim logo","true"
"62e63cb0-5eb4-476e-b552-c6424d96d388","GoDaddy","godaddy","Domains, websites & more","Technology & Systems","Mortgage|Asset|Commercial","Cloud Infrastructure & Hosting|Lead Capture & Nurture|Data Residency & Hosting Region","Global domain registrar and hosting provider","Domains (core)|hosting (core)|site builder (core)|email (core)","Subscription","https://www.godaddy.com","All-in-one provider for domains, hosting and basic websites.","domain registrar|web hosting|website builder","GoDaddy logo","true"
"e27947ed-767b-42c9-aabe-2a6be0ffc512","Plausible","plausible","Privacy-friendly analytics","Operations, AI & Workflow","Mortgage|Asset|Commercial","Data, Analytics & Reporting|Reporting & Dashboards|Lead Attribution & Source Tracking","Cookieless analytics focused on privacy","Simple dashboards (core)|goals (core)","Subscription","https://plausible.io","Lightweight privacy-first analytics alternative to GA.","privacy analytics|cookieless analytics|website metrics","Plausible logo","true"
"667dc496-d97e-414f-be40-06acfd4f2fb1","Krisp.AI","krisp-ai","Noise cancelling for calls","Audio Utility","Mortgage|Asset|Commercial","VoIP & Communications|Focus & Productivity|Burnout & Nervous System Regulation","AI-based background noise removal and echo cancellation for calls.","Noise removal (core)|echo cancellation (core)|call metrics (core)","Freemium + Subscription","https://krisp.ai","AI noise cancellation to improve call clarity and focus.","noise cancellation|call audio ai|meeting audio","Krisp AI logo","true"
"24664ac9-d471-440f-b73a-b331dbf3c049","Zoom","zoom","Modern video communications","Video & Webinars","Mortgage|Asset|Commercial","VoIP & Communications|Video & Podcast Production|Media Training","Video meeting and webinar platform for teams and businesses.","HD meetings (core)|webinars (core)|breakout rooms (core)","Freemium + Subscription","https://zoom.us","","","Zoom logo","true"
"da73344c-9c94-4e04-88e1-7cf62f3da15f","Google Meet","google-meet","Secure video meetings for teams","Video & Meetings","Mortgage|Asset|Commercial","VoIP & Communications|Messaging App Sync|Video & Podcast Production","Video meetings built into Google Workspace.","Video calls (core)|captions (core)|recordings (core)","Free","https://meet.google.com","","","Google Meet logo","true"
"01aa0c39-550a-4c42-8e80-af259e904336","SalesTrekker","salestrekker","End-to-end broker CRM & LOS","Sales & Client Onboarding","Mortgage|Asset|Commercial","CRM Design & Architecture|Deal & Lead Management|Loan Processing Systems|Compliance Management (AFSL / Credit Licence)|Document Collection & Verification","Loan origination and CRM platform widely used by mortgage and finance brokers","Pipelines (core)|compliance (core)|document tracking (core)|client portal (core)","Subscription","https://salestrekker.com","Full-featured CRM and loan origination system used by brokers to manage deals, compliance and client workflows.","loan origination system|broker CRM|mortgage LOS","SalesTrekker logo","true"
"58b6abcf-78be-41af-90d0-7af231fb3756","Outscraper","outscraper","Location & maps data at scale","Marketing & Lead Generation","Mortgage|Asset|Commercial","Process Automation|Lead Capture & Nurture|Data, Analytics & Reporting","Scraping-as-a-service for Google Maps and SERP data","Map scraping (core)|reviews (core)|SERP data (core)","Pay-as-you-go","https://outscraper.com","Data scraping service for extracting local business and SERP data at scale.","lead scraping|maps data|location intelligence","Outscraper logo","true"
"0a5522fb-a9a2-49e9-a529-1d15df3b589c","Sortd","sortd","Gmail-centric sales workspace","Operations, AI & Workflow","Mortgage|Asset|Commercial","Team Task Management|Smart Task Automation|Deal & Lead Management","Turn Gmail into a task and sales workspace with boards and pipelines","Kanban boards (core)|reminders (core)|pipelines (core)","Subscription","https://sortd.com","Gmail workspace for managing sales pipelines and tasks directly from email.","gmail CRM|email-based task management","Sortd logo","true"
"c72eeac7-de1b-46f4-b091-fe00ab8026f9","LoanOption-Hailo","loanoption-hailo","Deal workflow assistant for mortgage brokers","Mortgage Software","Mortgage","OCR & AI Document Parsing|Process Automation|Broker Operations Support|Smart Task Automation","AI-driven workflow companion that assists mortgage brokers with task lists, application summaries and compliance monitoring throughout the loan process","Task generation (core)|compliance checks (core)|workflow automation (core)","Subscription","https://loanoption.ai/hailo","","","","true"
"cceb0c3b-b814-49dc-851e-29f20582a7c5","Make.com","make.com","Visually build advanced workflows","Operations, AI & Workflow","Mortgage|Asset|Commercial","Process Automation|System Integrations & APIs|Data Sync & Webhooks|Workflow Design","Scenario-based no/low-code integration and automation platform","Visual builder (core)|routers (core)|APIs (core)","Freemium + Subscription","https://www.make.com","Advanced visual automation platform for building complex workflows across apps and systems.","workflow orchestration|automation builder|no-code integrations","Make logo","true"
"ea89635b-057d-4e29-bdac-dc6046b7d275","Financeable","financeable","Quote, complete & lodge in one place","Sales & Client Onboarding","Asset","Deal & Lead Management|Loan Processing Systems|Credit Assessment Tools|Compliance Management (AFSL / Credit Licence)|Data, Analytics & Reporting","Broker platform to quote, complete and lodge finance applications across consumer and commercial products","Product quoting (core)|application lodgement (core)|compliance (core)|reporting (core)","Subscription","https://financeable.com.au","Finance application platform enabling brokers to quote, complete and lodge deals across multiple lenders in one system.","finance application software|broker quoting platform|loan lodgement system","Financeable logo","true"
"e7fce116-23d3-4bb3-91b0-fe3cd1b6fa65","Botpress","botpress","Open-source conversational AI studio","Operations, AI & Workflow","Mortgage|Asset|Commercial","AI Chatbots & Assistants|Process Automation|System Integrations & APIs|Compliance Management (AFSL / Credit Licence)","Framework and cloud platform for building custom AI chatbots","Visual builder (core)|NLU (core)|analytics (core)","Freemium + Subscription","https://botpress.com","Open-source conversational AI platform for building compliant, custom chatbots.","open source chatbot|AI workflows|conversational automation","Botpress logo","true"
"7a9898d3-542a-43ae-b8ce-c6d1c690c765","Google Analytics","google-analytics","Web analytics for everyone","Operations, AI & Workflow","Mortgage|Asset|Commercial","Data, Analytics & Reporting|Lead Attribution & Source Tracking|Reporting & Dashboards","Website analytics and behaviour tracking platform","Events (core)|funnels (core)|audiences (core)","Free","https://analytics.google.com","Core analytics platform for tracking traffic, behaviour and conversions.","web analytics|traffic tracking|attribution","Google Analytics logo","true"
"a5d1d4e8-865c-4c64-bf51-f17b88eb45c7","Geckoboard","geckoboard","Live TV dashboards","Operations, AI & Workflow","Mortgage|Asset|Commercial","Reporting & Dashboards|System Uptime, Monitoring & Alerts|Data, Analytics & Reporting","Real-time dashboards designed for wallboards","Live widgets (core)|alerts (core)","Subscription","https://www.geckoboard.com","Live dashboarding tool for ops, sales and support teams.","live dashboards|wallboard analytics|realtime metrics","Geckoboard logo","true"
"28d0b8a2-6e30-4abf-8f7c-67db815945bb","Plaud.AI","plaud-ai","Wearable AI voice recorder & note-taker","AI Note-taking & Transcription","Mortgage|Asset|Commercial","Focus & Productivity|Video & Podcast Production|High-Performance Psychology","Hardware and app that records meetings, transcribes audio and generates AI summaries.","Wearable recorder (core)|cloud sync (core)|AI summaries (core)","Pay-as-you-go","https://plaud.ai","AI-powered meeting capture and summaries using a wearable voice recorder.","ai meeting notes|voice transcription|wearable ai","Plaud AI logo","true"
"17d10b43-2145-4247-b960-097bddcb7909","Lend.com.au","lend","Commercial finance platform for brokers","Sales & Client Onboarding","Mortgage|Asset|Commercial","Deal & Lead Management|Loan Processing Systems|Credit Assessment Tools|System Integrations & APIs|Data, Analytics & Reporting","Platform for commercial finance brokers to originate, assess and submit deals with data-driven decisioning tools","Lead capture (core)|credit analysis (core)|lender panel (core)|APIs (core)","Subscription","https://www.lend.com.au","Commercial finance origination platform helping brokers assess, structure and submit complex lending deals efficiently.","commercial finance software|broker origination platform|credit assessment tools","Lend logo","true"
"85bf3c57-0e7d-4a72-8acf-31cc15934568","Instantly","instantly","Scale cold email safely","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Marketing Automation|Lead Capture & Nurture","Cold email sending, inbox rotation and warm-up platform","Multi-inbox (core)|campaigns (core)|warm-up (core)","Subscription","https://instantly.ai","Cold email platform for running outbound campaigns while protecting sender reputation.","cold email software|outbound email|deliverability tools","Instantly logo","true"
"8546cd92-39ec-428b-8b38-13830a2bc8f6","ZeroBounce","zerobounce","Email checker & list hygiene","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Data Validation & De-Duplication|Fraud Detection & Prevention","Email verification platform for improving deliverability and reducing bounce rates","Bulk verification (core)|scoring (core)|API (core)","Pay-as-you-go","https://zerobounce.net","Email verification and hygiene platform for maintaining clean lists and strong sender reputation.","email verification|list hygiene|deliverability","ZeroBounce logo","true"
"1c2ca382-4ead-4619-91ef-b6bbc229e137","MailChimp","mailchimp","All-in-one marketing platform","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Marketing Automation|Lead Capture & Nurture|Data, Analytics & Reporting","Longstanding email marketing and journey builder for small businesses","Templates (core)|journeys (core)|surveys (core)|ads (core)","Freemium + Subscription","https://mailchimp.com","All-in-one email marketing platform supporting campaigns, automations and customer journeys.","email campaigns|marketing automation|small business email","Mailchimp logo","true"
"c204f5b7-48c1-4509-a1f8-55d9803f5e14","Gmass","gmass","Mail merge for Gmail","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Marketing Automation","Gmail-based mail merge and campaign sending tool","Mail merge (core)|scheduling (core)|tracking (core)","Subscription","https://www.gmass.co","Gmail-native mail merge tool for personalised email campaigns at scale.","gmail mail merge|email campaigns|outreach tool","Gmass logo","true"
"e0ea5713-0b28-40d6-b8c3-ca83ac78f226","Typeform","typeform","Make forms people actually like","Sales & Client Onboarding","Mortgage|Asset|Commercial","Lead Capture & Nurture|Smart Form Builders|Funnels & Landing Pages|Conversion Rate Optimisation (CRO)","Conversational forms with strong UX","Conditional logic (core)|embeds (core)","Freemium + Subscription","https://www.typeform.com","High-conversion conversational forms for lead capture and onboarding.","conversational forms|online forms|lead capture","Typeform logo","true"
"bd370dde-0cb3-4478-b578-4be35425b64b","Riverside","riverside","Record podcasts & video in studio quality","Recording & Streaming","Mortgage|Asset|Commercial","Video & Podcast Production|Media Training|Thought Leadership","Remote recording studio for high-quality podcasts and video.","Local tracks (core)|producer tools (core)|AI clips (core)","Subscription","https://riverside.fm","","","Riverside logo","true"
"74299d1a-ed09-4dc1-afed-10c59f63fde3","Bitwarden","bitwarden","Open-source password manager","Password Management","Mortgage|Asset|Commercial","Identity & Access Management (IAM)|Zero Trust Security|Security & Encryption","Open-source password manager with self-hosting.","Vaults (core)|organisations (core)|CLI (core)","Subscription","https://bitwarden.com","","","Bitwarden logo","true"
"bf6cf799-9339-42a6-80b0-261e0bb1c34f","DoxAI","doxai","AI-powered document intelligence","AI Fraud Check & Identity Verification","Mortgage|Asset|Commercial","Fraud Detection Systems|OCR & AI Document Parsing|Compliance Workflow Automation|Audit Trail Reporting","AI platform for document extraction, fraud detection, redaction and eSignature across finance and enterprise workflows","Data extraction (core)|fraud detection (core)|redaction (core)|eSignature (core)","Pay-as-you-go","https://doxai.co","","","","true"
"ed3ed945-f151-4279-a003-c79051da7680","Stryd","stryd","Serve every client better, automatically","Client Retention & Education","Mortgage","Client Retention & Education|Data, Analytics & Reporting|Trail Tracking|AI & Intelligent Automation","Broker-focused retention analytics platform analysing trail books for churn risk and refinance timing","Churn prediction (core)|refinance timing (core)|client scoring (core)|alerts (core)","Subscription","https://stryd.com.au","Trail book analytics platform helping brokers understand churn risk, refinance timing and client profitability.","trail book analytics|broker churn insights|refinance timing|retention analytics","Stryd logo","true"
"8736d137-0aab-4dd7-bd59-12c31124e266","Zoho","zoho","Affordable all-in-one business suite","Technology & Systems","Mortgage|Asset|Commercial","CRM Design & Architecture|Deal & Lead Management|Marketing Automation|Process Automation","CRM and business application suite covering sales, support, finance and operations","CRM (core)|finance tools (core)|automation (core)","Freemium + Subscription","https://zoho.com","Affordable CRM and business software suite supporting sales, marketing, finance and operations workflows.","business software suite|CRM platform|automation tools","Zoho logo","true"
"8b5eec37-9ac6-432d-b9ec-0d9c22f6bd17","SuperMetrics","supermetrics","Move your marketing data anywhere","Operations, AI & Workflow","Mortgage|Asset|Commercial","Data, Analytics & Reporting|System Integrations & APIs|Data Sync & Webhooks","Data connector suite for moving marketing data into BI tools and spreadsheets","Connectors (core)|scheduling (core)|transformations (core)","Subscription","https://supermetrics.com","Marketing data integration platform for syncing performance data into reporting and analytics tools.","marketing data connectors|BI integrations|reporting automation","Supermetrics logo","true"
"73e84823-ac88-4357-9960-0d5a1bf0943e","Voiceflow","voiceflow","Design, build & launch AI agents","Operations, AI & Workflow","Mortgage|Asset|Commercial","AI Chatbots & Assistants|AI & Intelligent Automation|System Integrations & APIs|Process Automation","Platform for designing and deploying chat and voice AI assistants","Flow builder (core)|LLM orchestration (core)|testing (core)|analytics (core)","Subscription","https://voiceflow.com","AI agent design platform for building chatbots and voice assistants across channels.","AI agents|chatbot builder|conversational AI","Voiceflow logo","true"
"259c9719-c7ce-40f8-81ca-d50b527c1951","Microsoft Bookings","microsoft-bookings","Booking pages for Microsoft 365","Sales & Client Onboarding","Mortgage|Asset|Commercial","Calendar Sync|Lead Capture & Nurture|Smart Task Automation","Scheduling pages integrated with Microsoft 365","Booking pages (core)|staff calendars (core)","Free","https://www.microsoft.com/microsoft-365/bookings","Client-facing booking tool for Microsoft-based teams.","microsoft bookings|outlook scheduling|appointment booking","Microsoft Bookings logo","true"
"3582e7fe-06a5-4805-8353-67b1991aa47a","FastComet","fastcomet","Fast cloud hosting worldwide","Technology & Systems","Mortgage|Asset|Commercial","Cloud Infrastructure & Hosting|Backup & Disaster Recovery|Data Residency & Hosting Region","Cloud hosting provider with global locations","Shared/VPS (core)|backups (core)|CDN (core)","Subscription","https://www.fastcomet.com","Global cloud hosting provider with strong performance and backups.","cloud hosting|VPS hosting|website hosting","FastComet logo","true"
"8cd34b5c-236a-428e-bdd6-09060afbdc92","SiteGround","siteground","Managed WordPress hosting","Technology & Systems","Mortgage|Asset|Commercial","Cloud Infrastructure & Hosting|Backup & Disaster Recovery|Data Residency & Hosting Region","Popular managed WordPress hosting for performance and reliability","Managed WP (core)|caching (core)|staging (core)|backups (core)","Subscription","https://www.siteground.com","Managed WordPress hosting optimised for speed, security and uptime.","managed wordpress hosting|website hosting|wp hosting","SiteGround logo","true"
"4a55c3b7-0e2b-4b03-b893-fa51a4594a91","Bluehost","bluehost","Easy WordPress hosting","Technology & Systems","Mortgage|Asset|Commercial","Cloud Infrastructure & Hosting|Backup & Disaster Recovery|Lead Capture & Nurture","Entry-level hosting popular with WordPress beginners","One-click WP (core)|SSL (core)|email (core)","Subscription","https://www.bluehost.com","Beginner-friendly WordPress hosting for small sites and blogs.","beginner hosting|wordpress hosting|shared hosting","Bluehost logo","true"
"32de4c82-3f9f-4985-9bcc-ad75b0f2731c","Effi","effi","AI-powered broker CRM & client portal","Sales & Client Onboarding","Mortgage|Asset|Commercial","CRM Design & Architecture|Deal & Lead Management|Document Collection & Verification|AI & Intelligent Automation","CRM and workflow platform purpose-built for mortgage brokers to manage clients and settlements efficiently","Lead management (core)|client portal (core)|automation (core)|analytics (core)","Subscription","https://effi.com.au","Broker-focused CRM combining lead management, client portals and AI-powered workflows for Australian finance brokers.","broker CRM|mortgage CRM|client portal software|AI broker tools","Effi logo","true"
"3599bf39-43d5-4303-9043-68ae3243848c","DoshApp","doshapp","Open-banking powered client finance app","Sales & Client Onboarding","Mortgage","Mobile Applications|Document Collection & Verification|System Integrations & APIs|Data, Analytics & Reporting","White-labelled app giving brokers and clients a single view of accounts, spending and documents via open banking","Account aggregation (core)|budgeting (core)|document sharing (core)","Subscription","https://doshapp.com.au","White-label client finance app using open banking to centralise accounts, documents and financial insights.","open banking app|broker client app|white-label finance app","Dosh logo","true"
"59036922-90c1-4508-8506-9cd331175c43","Content Snare","content-snare","Stop chasing clients for content","Operations, AI & Workflow","Mortgage|Asset|Commercial","Document Collection & Verification|Process Automation|Audit Trails|In-App Notifications","Structured request and reminder system for gathering documents and content from clients","Templates (core)|auto-reminders (core)|approvals (core)","Subscription","https://contentsnare.com","Automated client document and content collection tool that reduces admin and improves response rates.","client document automation|content collection software|broker admin tools","Content Snare logo","true"
"ed73dcdb-2f87-40e2-901e-0cf745ffdbed","ActiveCampaign","activecampaign","Customer experience automation","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Marketing Automation|Lead Capture & Nurture|Data, Analytics & Reporting","Email and CRM platform combining automations, pipelines and messaging","Email sequences (core)|segmentation (core)|tracking (core)","Subscription","https://activecampaign.com","Customer experience platform combining email marketing, automation and CRM for personalised lead nurture.","email automation|customer experience platform|marketing CRM","ActiveCampaign logo","true"
"6c8175c2-8a39-4885-bc36-1f9f95253733","ActivePipe","activepipe","Email marketing for property & finance","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Marketing Automation|Lead Capture & Nurture|Data, Analytics & Reporting","Email automation platform used by brokers and advisers, originally built for real estate","Drip campaigns (core)|templates (core)|segmentation (core)|reporting (core)","Subscription","https://activepipe.com","Email marketing and automation platform tailored to property and finance professionals for consistent client communication.","broker email marketing|property email automation|finance newsletters","ActivePipe logo","true"
"2c3fa7d1-612f-427f-988d-8240c7cd1534","WordPress","wordpress","Open-source CMS","Technology & Systems","Mortgage|Asset|Commercial","Content Marketing|System Integrations & APIs|Lead Capture & Nurture|White-Label Platforms","Popular open-source content management system","Themes (core)|plugins (core)|REST API (core)","Subscription","https://wordpress.org","Flexible CMS powering blogs, websites and broker platforms.","cms platform|wordpress website|content management","WordPress logo","true"
"67399d59-8e83-451a-b754-222b17bcb9e2","Fathom","fathom","Free AI meeting assistant","Meeting Transcription","Mortgage|Asset|Commercial","Focus & Productivity|Smart Task Automation|Video & Podcast Production","AI meeting assistant that records calls and creates searchable summaries.","Recording (core)|highlights (core)|AI summaries (core)|CRM sync (core)","Freemium + Subscription","https://fathom.video","AI meeting assistant that records, summarises and syncs conversations.","ai meeting assistant|call summaries|meeting transcription","Fathom AI logo","true"
"886eaccd-f51e-4917-8887-01781804bac2","Eventbrite","eventbrite","Create, promote and host events","Events & Ticketing","Mortgage|Asset|Commercial","Lead Capture|Funnels & Landing Pages|Referral Systems","Self-serve event ticketing and registration platform.","Event pages (core)|tickets (core)|promo tools (core)","Pay-as-you-go","https://eventbrite.com","","","Eventbrite logo","true"
"d829fbe5-7db1-46c8-9f66-67fa657ffc09","Mystro","mystro","AI client onboarding for brokers","Sales & Client Onboarding","Mortgage","CRM Design & Architecture|Document Collection & Verification|OCR & AI Document Parsing|Workflow Design","AI-powered CRM automating broker onboarding, data collection and workflows","Digital fact-find (core)|workflow rules (core)|reporting (core)","Subscription","https://mystro.com.au","Digital onboarding and workflow automation platform helping brokers streamline fact finds and client data collection.","digital fact find|broker onboarding software|workflow automation|AI CRM","Mystro logo","true"
"444ed950-46bd-4170-be0b-15fe52fe0a4b","Kit (ConvertKit)","convert-kit","Email for creators & courses","Marketing & Lead Generation","Mortgage|Asset|Commercial","Email Marketing|Marketing Automation|Lead Capture & Nurture|Funnels & Landing Pages","Email platform for newsletters, creators and simple funnels","Broadcasts (core)|sequences (core)|forms (core)|tagging (core)","Subscription","https://convertkit.com","Creator-friendly email marketing platform for newsletters, automated sequences and simple funnels.","email platform|newsletter software|creator email tools","Kit logo","true"
"df6dbbee-39eb-4052-9f3f-782abc32b22d","Cal.com","cal-com","Open scheduling infrastructure","Sales & Client Onboarding","Mortgage|Asset|Commercial","Calendar Sync|System Integrations & APIs|White-Label Platforms|Data Sync & Webhooks","Open-source scheduling platform for teams and embedded products","Booking pages (core)|multi-host (core)|APIs (core)","Freemium + Subscription","https://cal.com","Developer-friendly scheduling infrastructure for products and internal teams.","open scheduling|booking APIs|white-label calendar","Cal.com logo","true"
"5b9009b2-e1f2-4569-9420-0adddf0bc076","TidyCal","tidycal","Simple, affordable booking","Sales & Client Onboarding","Mortgage|Asset|Commercial","Calendar Sync|Lead Capture & Nurture|Funnels & Landing Pages","Lightweight scheduling tool by AppSumo","Booking pages (core)|paid meetings (core)","Pay-as-you-go","https://tidycal.com","Simple scheduling tool for solo operators and small teams.","booking tool|simple scheduler|appointment booking","TidyCal logo","true"
"b69284e1-5505-4b0b-9f45-d2600591513f","WPX","wpx","High-performance WordPress hosting","Technology & Systems","Mortgage|Asset|Commercial","Cloud Infrastructure & Hosting|System Uptime, Monitoring & Alerts|Backup & Disaster Recovery","Managed WordPress hosting focused on speed and support","CDN (core)|staging (core)|malware cleanup (core)","Subscription","https://wpx.net","High-performance WordPress hosting with premium support.","fast wordpress hosting|managed wp hosting","WPX logo","true"
"75b50c31-c853-4fd6-9550-6b67bb466930","Unbounce","unbounce","Landing pages that convert","Marketing & Lead Generation","Mortgage|Asset|Commercial","Landing Page Builders (No-Code)|Conversion Rate Optimisation (CRO)|Lead Capture & Nurture|Funnels & Landing Pages","Conversion-focused landing page platform","A/B testing (core)|popups (core)|sticky bars (core)","Subscription","https://unbounce.com","Landing page platform built to maximise conversions.","landing page optimisation|CRO tools|lead capture","Unbounce logo","true"
"1c3312a8-1b05-452b-9976-33bb5d6f2ed3","Fireflies","fireflies","AI notetaker for meetings","Meeting Transcription","Mortgage|Asset|Commercial","Smart Task Automation|Video & Podcast Production|Team Training","AI notetaker that records calls, creates transcripts and action items.","Transcripts (core)|summaries (core)|action items (core)|integrations (core)","Freemium + Subscription","https://fireflies.ai","Automated meeting transcription and action tracking.","ai meeting notes|call transcription|action items","Fireflies AI logo","true"
"03cecba8-3205-4656-96d8-e605ec7d528d","NordPass","nordpass","Password manager by Nord Security","Password Management","Mortgage|Asset|Commercial","Identity & Access Management (IAM)|Security & Encryption|Privacy & Data Security","Secure password manager from the Nord ecosystem.","Vaults (core)|breach alerts (core)|sharing (core)","Subscription","https://nordpass.com","","","NordPass logo","true"